generation,label,total_cost,mean_error_m,no_coverage_rate,localizable_impacts,num_impacts
75,GA_best_global,3.994312887852069,3.8920620491172935,0.0,30,30
76,GA_best_gen,4.141724254788702,4.0067097048361004,0.0,30,30
76,GA_best_global,3.994312887852069,3.8920620491172935,0.0,30,30
77,GA_best_gen,4.16591073287851,4.0234147275994525,0.0,30,30
77,GA_best_global,3.994312887852069,3.8920620491172935,0.0,30,30
78,GA_best_gen,4.124705916483501,3.997283770888184,0.0,30,30
78,GA_best_global,3.994312887852069,3.8920620491172935,0.0,30,30
79,GA_best_gen,3.965135126463332,3.8595403515201254,0.0,30,30
79,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
80,GA_best_gen,4.116842056344392,3.9902700460973426,0.0,30,30
80,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
81,GA_best_gen,4.1303256117889955,3.9919307557718,0.0,30,30
81,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
82,GA_best_gen,4.112713316168145,3.979479259937385,0.0,30,30
82,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
83,GA_best_gen,4.047709788717173,3.935420540795339,0.0,30,30
83,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
84,GA_best_gen,4.133062612849906,3.9930454577252252,0.0,30,30
84,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
85,GA_best_gen,3.985644814881064,3.890129848024841,0.0,30,30
85,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
86,GA_best_gen,4.0325492184315275,3.917552936170266,0.0,30,30
86,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
87,GA_best_gen,4.072655364989626,3.9520509249769744,0.0,30,30
87,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
88,GA_best_gen,4.054843585214037,3.9401764051265817,0.0,30,30
88,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
89,GA_best_gen,4.0995306586798685,3.9751909667823955,0.0,30,30
89,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
90,GA_best_gen,4.0325492184315275,3.917552936170266,0.0,30,30
90,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
91,GA_best_gen,4.092164535331646,3.966490038133567,0.0,30,30
91,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
92,GA_best_gen,4.0709976390137985,3.9477547649547287,0.0,30,30
92,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
93,GA_best_gen,4.10516550505517,3.9762563553989003,0.0,30,30
93,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
94,GA_best_gen,4.03182278163544,3.9117593460695073,0.0,30,30
94,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
95,GA_best_gen,4.197013266961103,4.044149750321181,0.0,30,30
95,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
96,GA_best_gen,4.058390494352216,3.9309041541426035,0.0,30,30
96,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
97,GA_best_gen,4.090412518353427,3.9685878369994914,0.0,30,30
97,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
98,GA_best_gen,4.0325492184315275,3.917552936170266,0.0,30,30
98,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
99,GA_best_gen,4.03182278163544,3.9117593460695073,0.0,30,30
99,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
100,GA_best_gen,4.0999889710112924,3.9717063285866643,0.0,30,30
100,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
101,GA_best_gen,4.072942709114548,3.956812036123204,0.0,30,30
101,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
102,GA_best_gen,4.019258464124523,3.9086924332989295,0.0,30,30
102,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
103,GA_best_gen,4.016747348963658,3.91086487074657,0.0,30,30
103,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
104,GA_best_gen,4.08594611929663,3.960911427848311,0.0,30,30
104,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
105,GA_best_gen,4.072655364989626,3.9520509249769744,0.0,30,30
105,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
106,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
106,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
107,GA_best_gen,4.0325492184315275,3.917552936170266,0.0,30,30
107,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
108,GA_best_gen,4.03182278163544,3.9117593460695073,0.0,30,30
108,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
109,GA_best_gen,4.067860722857091,3.935784640217275,0.0,30,30
109,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
110,GA_best_gen,4.058463026118005,3.9425893657292272,0.0,30,30
110,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
111,GA_best_gen,4.079789161486492,3.9568067893082186,0.0,30,30
111,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
112,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
112,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
113,GA_best_gen,4.0325492184315275,3.917552936170266,0.0,30,30
113,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
114,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
114,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
115,GA_best_gen,4.03182278163544,3.9117593460695073,0.0,30,30
115,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
116,GA_best_gen,4.03182278163544,3.9117593460695073,0.0,30,30
116,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
117,GA_best_gen,4.078812322799766,3.9561555635170675,0.0,30,30
117,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
118,GA_best_gen,4.08594611929663,3.960911427848311,0.0,30,30
118,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
119,GA_best_gen,4.030808344922557,3.9290001949363598,0.0,30,30
119,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
120,GA_best_gen,4.06559682261487,3.9473452300604706,0.0,30,30
120,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
121,GA_best_gen,4.078812322799766,3.9561555635170675,0.0,30,30
121,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
122,GA_best_gen,3.9722689229601977,3.8642962158513696,0.0,30,30
122,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
123,GA_best_gen,4.054970537602987,3.9279142175559367,0.0,30,30
123,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
124,GA_best_gen,4.08594611929663,3.960911427848311,0.0,30,30
124,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
125,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
125,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
126,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
126,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
127,GA_best_gen,4.03182278163544,3.9117593460695073,0.0,30,30
127,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
128,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
128,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
129,GA_best_gen,4.0325492184315275,3.917552936170266,0.0,30,30
129,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
130,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
130,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
131,GA_best_gen,4.0014466843489345,3.896817913448537,0.0,30,30
131,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
132,GA_best_gen,3.9712920842734714,3.8636449900602186,0.0,30,30
132,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
133,GA_best_gen,4.0014466843489345,3.896817913448537,0.0,30,30
133,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
134,GA_best_gen,4.0014466843489345,3.896817913448537,0.0,30,30
134,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
135,GA_best_gen,4.078812322799766,3.9561555635170675,0.0,30,30
135,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
136,GA_best_gen,4.0246889851385745,3.907003481738264,0.0,30,30
136,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
137,GA_best_gen,4.005066125252902,3.8992308740511823,0.0,30,30
137,GA_best_global,3.965135126463332,3.8595403515201254,0.0,30,30
138,GA_best_gen,3.940189550190878,3.84290996733849,0.0,30,30
138,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
139,GA_best_gen,4.026392260621389,3.9134482976301737,0.0,30,30
139,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
140,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
140,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
141,GA_best_gen,3.994312887852069,3.8920620491172935,0.0,30,30
141,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
142,GA_best_gen,3.994312887852069,3.8920620491172935,0.0,30,30
142,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
143,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
143,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
144,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
144,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
145,GA_best_gen,4.017724187650385,3.911516096537722,0.0,30,30
145,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
146,GA_best_gen,4.03182278163544,3.9117593460695073,0.0,30,30
146,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
147,GA_best_gen,3.965135126463332,3.8595403515201254,0.0,30,30
147,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
148,GA_best_gen,4.0325492184315275,3.917552936170266,0.0,30,30
148,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
149,GA_best_gen,4.000720247552846,3.891024323347778,0.0,30,30
149,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
150,GA_best_gen,3.9712920842734714,3.8636449900602186,0.0,30,30
150,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
151,GA_best_gen,3.9712920842734714,3.8636449900602186,0.0,30,30
151,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
152,GA_best_gen,4.014463821991988,3.8924261485392297,0.0,30,30
152,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
153,GA_best_gen,4.025415421934662,3.9127970718390226,0.0,30,30
153,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
154,GA_best_gen,4.0014466843489345,3.896817913448537,0.0,30,30
154,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
155,GA_best_gen,4.054843585214037,3.9401764051265817,0.0,30,30
155,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
156,GA_best_gen,4.025665823825301,3.907654707529415,0.0,30,30
156,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
157,GA_best_gen,4.016747348963658,3.91086487074657,0.0,30,30
157,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
158,GA_best_gen,4.0246889851385745,3.907003481738264,0.0,30,30
158,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
159,GA_best_gen,3.9929055637668798,3.8826235247854397,0.0,30,30
159,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
160,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
160,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
161,GA_best_gen,4.018532027328435,3.902898843198171,0.0,30,30
161,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
162,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
162,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
163,GA_best_gen,3.947323346687743,3.8476658316697327,0.0,30,30
163,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
164,GA_best_gen,3.9712920842734714,3.8636449900602186,0.0,30,30
164,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
165,GA_best_gen,3.9642266489650044,3.8666952576225504,0.0,30,30
165,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
166,GA_best_gen,3.9712920842734714,3.8636449900602186,0.0,30,30
166,GA_best_global,3.940189550190878,3.84290996733849,0.0,30,30
167,GA_best_gen,3.921296314073287,3.826400433047003,0.0,30,30
167,GA_best_global,3.921296314073287,3.826400433047003,0.0,30,30
168,GA_best_gen,4.03182278163544,3.9117593460695073,0.0,30,30
168,GA_best_global,3.921296314073287,3.826400433047003,0.0,30,30
169,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
169,GA_best_global,3.921296314073287,3.826400433047003,0.0,30,30
170,GA_best_gen,3.9163609069342296,3.8231101616209653,0.0,30,30
170,GA_best_global,3.9163609069342296,3.8231101616209653,0.0,30,30
171,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
171,GA_best_global,3.9163609069342296,3.8231101616209653,0.0,30,30
172,GA_best_gen,3.9163609069342296,3.8231101616209653,0.0,30,30
172,GA_best_global,3.9163609069342296,3.8231101616209653,0.0,30,30
173,GA_best_gen,3.9697578077993327,3.8664686532990102,0.0,30,30
173,GA_best_global,3.9163609069342296,3.8231101616209653,0.0,30,30
174,GA_best_gen,3.9592478220310148,3.8595903070130047,0.0,30,30
174,GA_best_global,3.9163609069342296,3.8231101616209653,0.0,30,30
175,GA_best_gen,3.947323346687743,3.8476658316697327,0.0,30,30
175,GA_best_global,3.9163609069342296,3.8231101616209653,0.0,30,30
176,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
176,GA_best_global,3.9163609069342296,3.8231101616209653,0.0,30,30
177,GA_best_gen,3.9697578077993327,3.8664686532990102,0.0,30,30
177,GA_best_global,3.9163609069342296,3.8231101616209653,0.0,30,30
178,GA_best_gen,3.9092271104373637,3.818354297289721,0.0,30,30
178,GA_best_global,3.9092271104373637,3.818354297289721,0.0,30,30
179,GA_best_gen,3.938655273716739,3.845733630577281,0.0,30,30
179,GA_best_global,3.9092271104373637,3.818354297289721,0.0,30,30
180,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
180,GA_best_global,3.9092271104373637,3.818354297289721,0.0,30,30
181,GA_best_gen,3.885258372851636,3.802375138899236,0.0,30,30
181,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
182,GA_best_gen,3.9163609069342296,3.8231101616209653,0.0,30,30
182,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
183,GA_best_gen,3.9712920842734714,3.8636449900602186,0.0,30,30
183,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
184,GA_best_gen,3.9163609069342296,3.8231101616209653,0.0,30,30
184,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
185,GA_best_gen,3.9626240113024664,3.861712788967766,0.0,30,30
185,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
186,GA_best_gen,3.9163609069342296,3.8231101616209653,0.0,30,30
186,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
187,GA_best_gen,3.947323346687743,3.8476658316697327,0.0,30,30
187,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
188,GA_best_gen,3.9697578077993327,3.8664686532990102,0.0,30,30
188,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
189,GA_best_gen,3.9712920842734714,3.8636449900602186,0.0,30,30
189,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
190,GA_best_gen,3.947323346687743,3.8476658316697327,0.0,30,30
190,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
191,GA_best_gen,3.9092271104373637,3.818354297289721,0.0,30,30
191,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
192,GA_best_gen,3.9163609069342296,3.8231101616209653,0.0,30,30
192,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
193,GA_best_gen,3.958076584088576,3.8548346566036216,0.0,30,30
193,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
194,GA_best_gen,3.9401914086735244,3.8555190474323284,0.0,30,30
194,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
195,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
195,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
196,GA_best_gen,3.9021616751288963,3.8214045648520525,0.0,30,30
196,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
197,GA_best_gen,3.9347984856856284,3.83931592433499,0.0,30,30
197,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
198,GA_best_gen,3.9784258807703363,3.868400854391462,0.0,30,30
198,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
199,GA_best_gen,3.947323346687743,3.8476658316697327,0.0,30,30
199,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
200,GA_best_gen,3.940189550190878,3.84290996733849,0.0,30,30
200,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
201,GA_best_gen,3.9702812744067444,3.8773501092859104,0.0,30,30
201,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
202,GA_best_gen,3.948927819642463,3.848735480306213,0.0,30,30
202,GA_best_global,3.885258372851636,3.802375138899236,0.0,30,30
203,GA_best_gen,3.95239884815588,3.847135455768732,0.0,30,30
