generation_index,cost_min,cost_avg,cost_median,cost_p90,avg_no_coverage_rate,avg_error_meters,best_global_cost
46,4.231043536547147,4.788525072001244,4.777096041996094,5.096937471731222,0.0,4.507651458216988,3.615728652488403
47,4.662358094930414,5.579237840509711,5.417867222626153,5.919705818553951,0.0,5.067544987292913,3.615728652488403
48,4.07511506969806,260005.41064876094,4.829924687224375,1000004.7020689097,0.0065000000000000014,4.806670790184185,3.615728652488403
49,3.766377894700419,4.429627677040233,4.403980124096801,4.871135209570032,0.0,4.168995068519664,3.615728652488403
50,4.142347631026974,4.997318638045342,4.839046377254027,5.384506377758653,0.0,4.610992992754064,3.615728652488403
51,4.030366873049994,4.680207680449343,4.55647250596913,5.047735805738464,0.0,4.3916888559350795,3.615728652488403
52,3.986941536052252,5.17627106821917,4.628630408159681,5.152438058797415,0.0,4.636522256544951,3.615728652488403
53,4.036926183024625,7.067850334688939,4.831786586488729,15.498541332422482,0.0,5.93134270013318,3.615728652488403
54,4.211624943045674,4.793065917600274,4.744899089986811,5.194859785565861,0.0,4.459761582556268,3.615728652488403
55,4.684250785929646,110005.3468540054,5.38174326958247,1000005.2260450854,0.0027500000000000003,4.925746030839091,3.615728652488403
56,4.936976128446861,5.572844892616351,5.477958565282744,5.907355047041677,0.0,5.106291632476147,3.615728652488403
57,4.499528348970646,4.991339412182591,4.977409572600658,5.276708559815541,0.0,4.624260346459194,3.615728652488403
58,4.11842379184501,30004.676968530242,4.6410270482878815,5.11173882639913,0.0007500000000000001,4.356950395216686,3.615728652488403
59,3.5646843671412722,4.392468724395805,4.338843162443316,4.906446490376214,0.0,4.105040966213489,3.5646843671412722
60,4.490987026460692,5.644029016306665,5.199807106768443,7.101187313956242,0.0,5.114299919489537,3.5646843671412722
61,3.963808084535766,4.78932721387861,4.51894186052362,4.888343407838999,0.0,4.453484271094748,3.5646843671412722
62,3.8418065360113274,220011.98239612472,4.773842701259783,1000004.3533173157,0.0055000000000000005,9.208030993020598,3.5646843671412722
63,4.809861377598218,5.229041064905931,5.1967690050065425,5.482671625976576,0.0,4.857738644023746,3.5646843671412722
64,4.710313662135116,5.482081034234707,5.4636199301999895,5.9202810681314695,0.0,5.031296004887315,3.5646843671412722
65,3.435296509948588,4.157298283672199,3.8574205844362988,4.188875257975331,0.0,3.877947540594005,3.435296509948588
66,4.2742832050950765,10005.115260550174,4.982478568876532,5.369315338898526,0.00025,4.700095902318222,3.435296509948588
67,4.332885699884954,4.966440864869668,4.961165867326997,5.4144924479138155,0.0,4.613480605063215,3.435296509948588
68,4.27690919398748,4.8395828163721415,4.8431525209056225,5.067317030709819,0.0,4.559197094522148,3.435296509948588
69,4.493352537012209,5.198455922881622,5.180798091749444,5.5971406783881985,0.0,4.74922351387269,3.435296509948588
70,3.9144985856540986,4.644731311926338,4.629509293004897,5.023598159740284,0.0,4.2927385215972365,3.435296509948588
71,4.185538636408232,5.015162448848127,5.007686019580602,5.398372611260815,0.0,4.645034628303915,3.435296509948588
72,4.058811192549561,4.894001202557132,4.777182313982656,5.291446250010724,0.0,4.540743746053087,3.435296509948588
73,4.36136609506785,4.991799116817352,4.908257510814835,5.428901927394088,0.0,4.587043085634317,3.435296509948588
74,4.465587061077599,4.884829357988627,4.896550129998084,5.1140562806214644,0.0,4.546530738101687,3.435296509948588
75,4.051173112271239,10004.658736805468,4.574586730623926,5.0960051037000795,0.00025,4.322810318015106,3.435296509948588
76,4.576044061536578,20006.15635025257,5.143088559572222,5.760720139001549,0.0005,5.366455996784226,3.435296509948588
77,4.535322627028776,4.960877649211015,4.951787983385918,5.239234568868472,0.0,4.617219964488167,3.435296509948588
78,4.643162056476129,5.13131195343087,5.154578609114164,5.394927795538711,0.0,4.810623208544796,3.435296509948588
79,4.065195885471304,100005.05210127839,4.6413308395202915,100045.58583776632,0.0025,4.627020873850574,3.435296509948588
80,4.111623930494834,60004.4325594776,4.402747595327307,4.695297794861445,0.0015,4.21245179239835,3.435296509948588
81,4.4025543744258435,4.894131012048944,4.862437173824918,5.234346746065853,0.0,4.47033230453156,3.435296509948588
82,4.355101100955602,7.274663419928418,5.293334585346205,5.777902513184452,0.0,6.155359966113531,3.435296509948588
83,4.903953751059256,5.463707054563022,5.478773720812655,5.766497995887892,0.0,5.088918557032519,3.435296509948588
84,4.437884959714292,10005.165756921786,5.172337172846517,5.565047927907397,0.00025,4.717888262635178,3.435296509948588
85,3.7610950100533933,4.918682627659917,4.872191353018545,5.390231499524568,0.0,4.528697119492856,3.435296509948588
86,4.494280632421143,10005.016336455219,4.964594598793458,5.269745405884562,0.00025,4.638109466857128,3.435296509948588
87,4.108019813988015,30005.26735587923,4.641860870248974,4.947537405134748,0.0007500000000000001,4.758951944105108,3.435296509948588
88,4.408006956227945,5.214060104064889,5.061059712853858,5.673742004694681,0.0,4.807016904177462,3.435296509948588
89,4.343400869633705,4.935111436312824,4.879587547260083,5.202988151456451,0.0,4.631083952504182,3.435296509948588
90,4.132477698951495,50004.83673422467,4.8489299207535375,5.40140258805994,0.00125,4.468236466667816,3.435296509948588
91,4.003306494671005,4.528142157018948,4.508556134453077,4.835148667290561,0.0,4.25934329306293,3.435296509948588
92,4.345376244924407,5.137608094868801,5.063982687574066,5.467547825379945,0.0,4.743079012491793,3.435296509948588
93,4.355655074464379,10004.857181016363,4.851778826318082,5.151527113043923,0.00025,4.485698506755256,3.435296509948588
94,4.217642735506633,4.720174265250631,4.680575635705978,5.03675033772957,0.0,4.390212280500432,3.435296509948588
95,4.296652074264354,20004.84641667476,4.864266836591388,5.169085621459104,0.0005,4.56459514866012,3.435296509948588
96,4.454324134234003,5.227870412800212,4.9100897187136825,5.231273521808242,0.0,4.833900870271932,3.435296509948588
97,3.4525049945994404,3.9520989167905727,3.9362926806566687,4.248303719172263,0.0,3.7518748516735796,3.435296509948588
98,3.6759079161407873,4.279411956101086,4.255743281284534,4.670379138449481,0.0,4.032152277329427,3.435296509948588
99,3.991142793633986,4.565429576954449,4.531651983326754,4.873372332570611,0.0,4.236871016698265,3.435296509948588
100,4.705766637146904,60005.35872797851,5.356159063531875,5.859847497037242,0.0015000000000000002,4.89731006849885,3.435296509948588
101,4.241388014253875,5.181903351210689,5.211145182963499,5.523205230972184,0.0,4.755777404423572,3.435296509948588
102,4.430832997322613,5.093423326050302,5.038588419540191,5.486527084245283,0.0,4.786191521450702,3.435296509948588
103,4.91839715002635,10005.333297892757,5.337603973030568,5.539782568204212,0.00025,4.931588136276286,3.435296509948588
104,4.332991606387591,7.877751878140192,4.969968638315022,5.274059460510256,0.0,6.5853414705456155,3.435296509948588
105,4.346379409848384,110004.86815269176,4.879580111999054,1000004.4257695391,0.0027500000000000003,4.536110318656671,3.435296509948588
106,4.787861717835661,5.368658193917465,5.366356645225801,5.689824139946133,0.0,4.925575473998891,3.435296509948588
107,4.050695951370053,40004.78533886477,4.750332394250787,5.403270347806889,0.001,4.429883269519106,3.435296509948588
108,3.6313645599727917,60004.24722669406,4.242520104348385,4.640030403758124,0.0015,3.996946106625947,3.435296509948588
109,4.214701948475653,100007.34550009477,4.572842649463711,100050.12507817196,0.0025,6.174070526259992,3.435296509948588
110,4.221866468832081,4.9760435358030595,4.9622877167336155,5.372891316035729,0.0,4.641670779074485,3.435296509948588
111,3.983190139125551,60004.4169108129,4.405679420161331,4.772499995327956,0.0015,4.15268547025681,3.435296509948588
112,4.746686238676599,30005.43374954497,5.4062472816845455,5.891920887919462,0.00075,4.948882351179576,3.435296509948588
113,4.290898060505331,5.007861612026554,4.993774070741492,5.409983310672514,0.0,4.6268697053083665,3.435296509948588
114,4.393675575529402,5.105503131704946,5.0858072079754315,5.507418488419561,0.0,4.72403933868297,3.435296509948588
115,3.4570750405100745,4.114427092928227,4.089619376111033,4.508351718843546,0.0,3.855188876666645,3.435296509948588
116,3.998683893460977,4.594899265617996,4.581655806453858,4.94890322845397,0.0,4.2598428855936925,3.435296509948588
117,3.4950349277783697,4.157792552645526,4.166708697547669,4.459597804103094,0.0,3.9225527765289754,3.435296509948588
118,4.139182035472583,60004.53692160358,4.536534603148625,4.962834890500792,0.0015000000000000002,4.268371546480314,3.435296509948588
119,3.8644645768653683,4.452496260270993,4.421680113921335,4.80547693556414,0.0,4.196573185602435,3.435296509948588
120,4.271703310655791,4.828723328432317,4.81395179142768,5.183999909033713,0.0,4.542545422770818,3.435296509948588
121,4.436021315382887,4.986009539865539,4.941140682171071,5.421161077309169,0.0,4.67141499742358,3.435296509948588
122,4.374122366541569,4.85884279410168,4.8514118151562,5.123839224755211,0.0,4.552320976058193,3.435296509948588
123,4.202914220780145,5.164814352347508,4.838019969067265,5.163587694985775,0.0,4.699759913089814,3.435296509948588
124,4.144836091695938,20011.400223009256,5.031123662814633,43.10967083420993,0.0005,8.870727900718812,3.435296509948588
125,4.246688665196624,230037.3772901632,5.301715087479941,1000050.7066298629,0.005750000000000001,26.19598363287996,3.435296509948588
126,4.55233441029506,5.695574276362132,4.959910113014619,5.230256610329883,0.0,5.14493756436946,3.435296509948588
127,4.092930612367128,5.137729467375716,4.648058993875022,5.075436059375673,0.0,4.6285817312472854,3.435296509948588
128,3.7688182256796474,13.724825911397797,4.2511106741959885,48.150574375409086,0.0,10.373153735679923,3.435296509948588
129,3.8850761960645204,4.314271501555929,4.278670119864229,4.5971801471358225,0.0,4.061366790596484,3.435296509948588
130,4.277546297196238,4.7680841797715825,4.77459933690496,5.045051283529218,0.0,4.4790758151392795,3.435296509948588
131,3.862254076453205,10005.448806052857,4.359755589287385,4.656767011803447,0.00025,4.830372459766482,3.435296509948588
132,4.385496542650399,4.932624201390017,4.945379512160463,5.239651104610007,0.0,4.559656761536858,3.435296509948588
133,3.7604774234634024,4.505010394336999,4.476681699231381,4.831657495944626,0.0,4.22879455945105,3.435296509948588
134,3.9572486384688252,4.611058058611055,4.614080382819997,4.982795072130728,0.0,4.310830459493512,3.435296509948588
135,4.498728881280655,5.786809186366125,4.846507158281009,5.345802083831716,0.0,5.155940781206004,3.435296509948588
136,4.225265883323955,4.728773907684069,4.723274075604593,5.027073875934721,0.0,4.45800677511167,3.435296509948588
137,4.285792353158444,20004.81432431267,4.805040556905444,5.157155614707378,0.0005,4.4764468751082465,3.435296509948588
138,4.330492142650771,5.303833361289943,4.815613119775721,5.170665444537531,0.0,4.844966251823929,3.435296509948588
139,4.0549945428988075,20004.54520894031,4.513966545610222,4.964875748913814,0.0005,4.252017717412496,3.435296509948588
140,3.955836710726818,5.107248644399997,4.443054436723228,4.818082105343778,0.0,4.5500521194277255,3.435296509948588
141,4.483724473501239,20005.07651829583,5.0570429125210286,5.425316270286929,0.0005,4.673170219429814,3.435296509948588
142,4.674390186559911,5.135139269742103,5.080562597105561,5.4838444015537355,0.0,4.779480730534409,3.435296509948588
143,4.09215583834465,4.706401837693977,4.702790381359745,5.0591116022505185,0.0,4.403491721861575,3.435296509948588
144,4.261180748710121,20004.620873045686,4.595763190589774,4.9690460699525705,0.0005,4.399877030166821,3.435296509948588
145,3.9965656091718658,4.4656714840723115,4.474135865074739,4.729573537820478,0.0,4.193274839989833,3.435296509948588
146,4.295037044553746,4.985520279322822,4.978360110371394,5.339816700938588,0.0,4.675773009883218,3.435296509948588
147,4.043623953320762,4.57629204015397,4.587579735236057,4.881890221229364,0.0,4.305939389060345,3.435296509948588
148,4.279790708301924,4.810544541246299,4.768197834326396,5.090696718514814,0.0,4.4794645574626575,3.435296509948588
149,3.7698798861767893,4.628397976992049,4.555947281802087,4.954221803599216,0.0,4.228217779893754,3.435296509948588
150,3.8029356585107643,4.556391481466854,4.281106646767687,4.707462873890278,0.0,4.204200766531227,3.435296509948588
151,4.290844910538558,5.40063720953991,4.925451851413732,5.340207273925417,0.0,4.881854399981592,3.435296509948588
152,4.172342568758751,4.91615443115111,4.565294676809469,4.78310559178186,0.0,4.499663612746571,3.435296509948588
153,4.586136426495339,5.116192690176039,5.056362991759343,5.4395593294668965,0.0,4.692117195468002,3.435296509948588
154,4.223394806773268,5.710837580402747,4.9376821983897266,5.376819230164869,0.0,5.10624349097735,3.435296509948588
155,4.265301147262383,4.701467693471925,4.651752470616463,5.028138911415311,0.0,4.445715586879154,3.435296509948588
156,4.357217523150814,4.709327968341836,4.699256513394564,4.925435217041293,0.0,4.43670329752096,3.435296509948588
157,3.9843117391688523,10004.430749255196,4.410850315873194,4.823278091241978,0.00025,4.165053907828311,3.435296509948588
158,4.019933057309303,4.503242934416135,4.535817120030659,4.820745842141623,0.0,4.243135011817988,3.435296509948588
159,3.423701981876068,10004.828453698741,4.096313768992395,4.46257974384528,0.00025,4.369591941322042,3.423701981876068
160,4.915146553924963,5.39148098469127,5.365595475841705,5.706520179705974,0.0,4.996590789414395,3.423701981876068
161,3.6447154929043197,5.066070336095833,4.307621551643045,6.866473558926161,0.0,4.550448795558409,3.423701981876068
162,4.891686794599368,20005.412050030023,5.415290356648288,5.783463034060021,0.0005,5.038114618073627,3.423701981876068
163,4.276987688903787,10005.264780117552,4.682043559851198,5.013627386995436,0.00025,4.826929184506701,3.423701981876068
164,3.9185553427437148,4.588884518131925,4.278175344801533,4.611605892010186,0.0,4.226507911578078,3.423701981876068
165,4.540311530293094,5.072991251023763,5.028631162227473,5.519963662884676,0.0,4.692209960364614,3.423701981876068
166,3.804017025097517,20004.18155788441,4.1794030714731365,4.455177968108047,0.0005,4.016977827222195,3.423701981876068
167,4.668120663669462,5.255733177508717,5.235416469965021,5.650647683003798,0.0,4.8712452595733176,3.423701981876068
168,4.870073645163802,5.4542400085731435,5.416835083733418,5.7416982954451505,0.0,5.001920112657911,3.423701981876068
169,4.7214582560706235,5.281756119580768,5.290234928850332,5.64225629037899,0.0,4.855002293762809,3.423701981876068
170,4.536424305355839,5.120444967794657,5.120528074270332,5.39986005148646,0.0,4.758845790172586,3.423701981876068
171,4.190656480840871,20006.970392403415,4.905628941132622,5.180509177003308,0.0005,5.920127684531846,3.423701981876068
172,4.00842004390152,10008.422150619595,4.612781217249598,4.930145804915746,0.00025,6.886561713927467,3.423701981876068
173,4.606081774748459,49.76014385030885,50.12390721329534,62.81161774953091,0.0,34.48255191069257,3.423701981876068
174,4.081220690254057,10004.514663745658,4.519182961732431,4.828010307296928,0.00025,4.256958058997394,3.423701981876068
175,4.177361782070121,10004.599695180566,4.593046663345808,4.82146719434749,0.00025,4.263746712120287,3.423701981876068
176,3.911592774304525,4.581747879846903,4.600582099906166,4.952917400684833,0.0,4.313655002311574,3.423701981876068
177,3.715508799885852,4.322794592942819,4.210884245539447,4.462393968053886,0.0,4.094914805082859,3.423701981876068
178,4.247606044505175,4.649777984575683,4.623892202707374,4.916513740795852,0.0,4.371132122565441,3.423701981876068
179,4.020280564227268,30004.775473515037,4.753239509987893,5.156709611210613,0.0007500000000000001,4.453774828830797,3.423701981876068
180,3.9635508711146867,4.563295265530768,4.533733196948505,4.901847405795032,0.0,4.2539051434754604,3.423701981876068
181,3.916281810947265,330004.6137570013,4.417569262718288,1000004.2624468862,0.00825,4.299660480273609,3.423701981876068
182,4.094580709690006,26.42669726793686,4.744697226072523,84.07329635818391,0.0,18.804929329935547,3.423701981876068
183,4.088925362682022,6.03096779057343,4.488112458447878,4.821977191216203,0.0,5.204890112125423,3.423701981876068
184,4.274093613705386,4.8985309265416825,4.869080520975942,5.313739347576682,0.0,4.547469036484567,3.423701981876068
185,4.287466255653062,5.006508936547494,5.014921041369604,5.355412228051297,0.0,4.670857268854686,3.423701981876068
186,3.534168481124869,4.177441471925977,4.137541902723184,4.576443998996452,0.0,3.9511453146149633,3.423701981876068
187,4.479675886187354,5.249360443606888,5.253821764652924,5.553549304017961,0.0,4.817242441961191,3.423701981876068
188,4.382823351624761,4.992490380113807,5.001209425086498,5.263050398510653,0.0,4.656934715986759,3.423701981876068
189,4.565267223357347,5.2096457169907895,5.227831741214716,5.523853040927437,0.0,4.816958145216272,3.423701981876068
190,4.59136280740505,16.947214881029762,5.255273449496303,80.6678527403654,0.0,12.721784803362688,3.423701981876068
191,4.611334883408138,80005.8038351546,4.944154590394714,5.319601705690412,0.002,5.192254004289575,3.423701981876068
192,3.9839334716549684,4.541867708868648,4.527757969567823,4.860851041713324,0.0,4.271914350930739,3.423701981876068
193,4.603148194014423,5.409882508097635,5.391427729867555,5.794170420340217,0.0,4.9937332547646776,3.423701981876068
194,4.259569557978683,20004.9018741231,4.857504506054484,5.321998227974317,0.0005,4.557652248464836,3.423701981876068
195,4.396281145778318,20004.931304995665,4.908087203781292,5.178591839659314,0.0005,4.567154577607016,3.423701981876068
196,3.5920893615984824,4.136252249836331,4.14581604585298,4.46790936906107,0.0,3.903896380404872,3.423701981876068
197,4.710942331326564,5.187260084308545,5.161369414806548,5.469210710283995,0.0,4.8324795031173915,3.423701981876068
198,3.950181720748793,4.476739774161625,4.433185297647137,4.86862697650099,0.0,4.235765801138853,3.423701981876068
199,4.47389873368417,5.1639950078796595,5.127721609176303,5.550391782664673,0.0,4.769168474569881,3.423701981876068
